,hs_class,text
1843,positive,ulama jawa barat dukung presiden joko widodo dalam pemilihan presiden 201 2019 tetap jokowi
1844,positive, betapa tubuh di indonesia itu terkepung dan tersandera tubuh disasar oleh rezim untuk mengukuhkan kekuasaan mempengaruhi seluruh sistem 
1845,negative, kalau jokowi tommy jadi republik indonesia 1 amp republik indonesia 2 dipastikan cebong banyak yang bunuh diri xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
1846,positive,kalau sama xc3 xa9lihat watak jenderal moeldoko ini terbaca kalau beliau itu lebih dekat ke dunia bisnis moeldoko bekas panglima tentara nasional indonesia yang pernah memberikan ahok berikut sejumlah pengusaha konglomerat tionghoa baret dan penghargaan sebagai warga besar tentara nasional indonesia je
1847,negative,itu juga boleh bila perlu lengserkan nih orang pada dasarnya pengecut jokowi
1848,positive, namanya pembelian investasi dananya bisa dari 2 equity modal dan debt utang bank bank tersebut cuma menyediakan pinjaman degan bunga yang sangat competitive bukan bera i jadi milik asing lagi kepemilikan tetap milik indonesia
1849,positive,8 presiden tahan uji tahan banting selalu tawakal dan berserah diri kepada allah dengan tetap berusaha dan berikhtiar jangan sampai ada pesimisme apapun jokowi ajak masyarakat optimis
1850,positive, bapak aku nor azam itu azam gila haha 
1851,positive, ah xinwen sial kenapa harus lesbi my tipikal of my girl banget 
1852,negative,populer 8 prabowo diminta tak jadikan isu rohingya untuk tekan pemerintah uniform resource locator uniform resource locator
1853,positive, lah serius macam umat katolik dulu sebelum renaissance kok begitu xf0 x9f x98 x95 
1854,positive, karena itu beberapa memilih main di rusia turki cina karena katanya sih tax heaven alias empat puluh gram sudah paling benar sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian 
1855,positive, maklum ya diriku ini noob pantas saja tidak dibalas lagi sama kok han 
1856,negative, ahok ini sosok yang komplit selain hatinya busuk ucapannya menjijikkan perbuatannya tidak kalah berengsek menista xe2 x80 xa6 
1857,positive, ngewe ayo dikasih tidak 
1858,positive,bukan fiktif tapi fiksi
1859,negative,ahok telah jadi korban rezim ini turunkan jokowi
1860,positive, aku juga punya teman yang kayak begitu dia lesbi ada alasannya kok dan dia juga sadar kalau jalan yang dia pilih itu tidak benar dan tidak akan benar untuk masa depannya jadi katanya untuk main xc2 xb2 di masa sekarang saja begitu dan aku yakin dia masih bisa sembuh
1861,negative, penghianat negara kesatuan republik indonesia adalah komplotan yang membuat keputusan merugikan negara tenggelamkan komplotan moncong babi antek pak ai komunis indonesia 
1862,positive,umat islam te ekan indikasi te ekan itu susah bangun rumah ibadah dilarang melakukan kegiatan keagamaan di rumah kena persekusi saat melakukan kegiatan organisasi keagamaan di tempat umum saya rasa bukan umat islam di indonesia yang meng
1863,positive,tak sabar dengan hinaan kepada allah dan rasul nya ibnu ibu maktum menegurnya wanita yahudi itu beberapa kali namun tak diindahkan oleh wanita yahudi itu terpaksa beliau memukulnya ternyata pukulan itu mematikan dan perkara ini dilaporkan kepada bag
1864,negative, edan kepala kepolisian republik indonesia isu rohingya digoreng untuk menyerang pemerintahan jokowi uniform resource locator
1865,negative,anda perlu menyadarkan wanita indonesia muhammad bejat setelah khadijah meninggal menjadikan perempuan budak seks
1866,positive, ini di sebut defisit negatif dalam ekonomi moneter
1867,negative, kamu yang bego baca itu salah satu makanya baca dulu biar tidak dungu bong 
1868,positive, aktivis 98 ala anak anak pak ai komunis indonesia 
1869,positive,mari kita sebar kebaikan juga untuk jabar dengan memilih pasangan asyik no 3 dan pasangan sudirman ida untuk jawa tengah allahu akbar 
1870,positive, bukan dungu idiot setambak 
1871,positive, xc3 x8fpsk mengaku mahasiswi pasang tarif rupiah 150 ribu untuk ditiduri uniform resource locator uniform resource locator
1872,positive, berbenah alon alon kurangi boleh mu do mayak sebelum kick off blayer blayer wira wiri membawa genderuwo mengatasi namakan geng kok xe2 x80 xa6 
1873,positive, lucu dan sipit hmmm 
1874,negative, tai kamu adalah 
1875,positive, maunya adalah begitu aw cuma ya bagaimana titit gue kan burik 
1876,positive,scroll insta dak farah nih setibanya terasa macam cerita 3 idiot gambar pra matang semua xf0 x9f x98 x82 
1877,positive,mengapa rasulullah saw anjurkan setiap muslim berdagang republika online
1878,positive, kalau menurut aku mirip kang konter di dekat rumah aku wkwk koko koko sipit xf0 x9f x98 x82 
1879,negative, hutang makin gede rakyat makin susah sudah iya alay politik kamu
1880,positive, terasa orang cina baca twit aku haha 
1881,positive, kunyuk satu nih yang gue punya wkwk 
1882,negative,ganyang pak ai komunis indonesia sekuat tenaga
1883,negative, 1 dewan perwakilan rakyat mempunyai legislasi nasional ternak cebong tidak pak berbicara 
1884,negative, saya berharap bukan pak ai keadilan sejahtera yang bubar tetapi pak ai komunis indonesia dan pak ai demokrasi indonesia perjuangan yang bubar 
1885,positive, demikianlah allah membiarkan sesat orang kafir qs 40 74 
1886,positive,nanti lagi kalau dikasih pekerjaan rumah segara kerjakan jangan sampai molor 2 tahun itu korbannya banyak dan tukang ceramah yang radikal juga makin bergentayangan anggota dewan perwakilan rakyat harus baca buku the power of now bukan menonton power of love yang tidak laku itu 
1887,negative,bubarkan komisi pemberantasan korupsi jika tidak juga buat sop penyadapan sesuai keputusan mk 
1888,positive, indeks ftse 100 berakhir naik 0 39 saham saham inggris berakhir menguat pada pe
1889,negative, dulu kawan sekarang lawan menyelamatkan diri masing masing kalian bajingan semua 
1890,positive, bapak yang terhormat sungguh jeritan hati ini tak sanggup saya tanggung sendiri sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket lebaran 2018 agar terjangkau oleh semua pemudik terima kasih
1891,negative,bapak infrastruktur 2019 ganti presiden 2019 ganti presiden 
1892,positive,cintai budaya kita bro
1893,negative,pendukung bera i dia bagian dari penista agama tersebut dukung gerakan ini 100 
1894,positive,presiden filipina arah rahib ditahan 
1895,positive, belok kanan belok kiri itu namanya berlawanan tangan kanan tangan kiri itu namanya saling melengkapi berhati hatilah dalam menilai perbedaan apalagi pendapat ulama 
1896,positive, tanda orang munafik ada 3 kalau bicara ia dusta kalau berjanji ia mengingkari kalau di beri amanat ia berkhianat hari bukhari 
1897,positive, benar sekali pak ustaz di daerah saya mayoritas petani karet amp alhamdulillah masyarakat di daerah saya hidup makmur sebelum jokowi jadi presiden sejak jokowi jadi presiden sampai hari ini harga karet sangat anjlok petani banyak meng
1898,positive, retweet tidak ada kontol jari jadi sasaran xf0 x9f x92 xa6 dan dan ngentot kontol sange berat bokep asia video mesum dan video bokep gratis xe2 x80 xa6 
1899,positive, memang tidak ada titit kamu apa yang mau dipangkas 
1900,negative,selama owo masih hidup masih nafsu ingin jadi presiden akan terus muncul isu pak ai komunis indonesia komunis anti islam atau antek cina putar putar di situ saja
1901,negative, uruskan dong cung kan sesembahan nya bani kacung surat pemberitahuan tahunan kalian cung xf0 x9f x98 x82 
1902,positive,minimnya sentimen positif domestik terkait makroekonomi moneter se a mulai meningkatnya laju usd dapat menghambat potensi kenaikan rupiah 
1903,positive,kekasih dunia maya dan dan xf0 x9f x91 xa6 kalau aku kangen sama kamu bagaimana dan xf0 x9f x91 xa7 salat dan xf0 x9f x91 xa6 terus habis salat dan xf0 x9f x91 xa7 menyadarkan diri dan kalau aku cuma khayalanmu dan xf0 x9f x91 xa6 hadeuuuuuhhhh kontol 
1904,positive, tanya itu profesor kenapa tidak ada kristen atau katolik nusantara 
1905,negative,sih om bule agak geblek ya malam malam begini bersepeda hem 
1906,positive,haha aiman bodoh swafoto dengan spanar xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 
1907,negative, pokoknya kita balas itu pak ai silit hitam 
1908,positive, nah itu dia waktu tahun 1965 anggota dewan yang bangga jadi anak pak ai komunis indonesia usianya berapa ya 
1909,negative,dulatips haha herannya para cebong ini senang banget agung agungkan junjungannya yang plonga plongo itu xf0 x9f xa4 x94 
1910,positive,dan adik gue juga yang mau sampai langsung disuruh ambil swasta saja karena ayah gue yang padahal jawa tidak mau anaknya di sindir sindir mulu kerasa banget apa apa di bilang cina cina segala macam lah gue jujur saja kalau tidak diejek begitu gue tidak bakal racist kok sama yang beda di
1911,positive,jas merah regrann from pernah mendengar kisah presiden soekarno dan masjid yang ditutup pemerintah uni soviet mari simak informasi berikut nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikitakru 
1912,positive,memek di gilir anak nct asyik kali ya nghh 
1913,negative,allah subhanahu wa taala tidak bisa diajak gaul pak lukman sukanya dengar orang mengaji terutama ayat penggal kafir dan cocok cocok penis
1914,positive,lupa membaca bismillah di awal makan islam islam terkini dakwah poster dakwah kajian tausiah ceramah majelis ilmu sunnah hijrah aswaja save palestina save rohingya save ghouta
1915,positive, a 2013 tepatnya tanggal 22 september 2013 dan aff under 19 indosiar timnas day 
1916,positive,presiden jokowi tinjau langsung presiden pastikan bandara internasional jawa barat bisa uji coba bulan depan
1917,negative,anies akan merangkul dua duanya untuk persatuan tidak surat pemberitahuan tahunan kamu dangkal cekak intelektual hanya jadi budak ahok kafir 
1918,positive,saya pribadi sangat kagum pada pak dari sebuah a ikel bagaimana beliau menolong seorang ibu yang kecopetan dan memperbaiki rumah ibu itu setelah hancur puting beliung tpa banyak media tau saat dia menjabat menteri
1919,positive, enteng banget sih rahangnya tolol tololin anak orang 
1920,negative, cebong mana nge i kata warganet 
1921,negative,nek benar 1 8t baru i iya bajingan benaran orangnya 
1922,negative, ternyata manusia satu ini orang paling busuk lebih busuk dari bangkai apes apes 
1923,negative,ketika hal tidak masuk akal di bilang bagus sedangkan akal sehat di bilang pemalas bejat maju semua sak perumahan losssss tidak perlu mundur tidak perlu takut 
1924,positive, lgbt itu penyimpangan tapi kan perasaan tidak bisa semudah itu kita atur entah bingung juga 
1925,positive, sekarang kita lihat itu para pendukung ahok tidak semua kafir dan juga yang mendukung anies tidak semua muslim jadi untuk apa setiap orang yang berbeda haluan selalu diejek kafir apa mereka yang satu haluan itu paling suci 
1926,negative,mungkin kitab suci nya bung atau yang lain soalnya bung tidak singgung kitab atau ayat suciku lagian dalam hal definisi meng aktifkan imajinasi jadi i don t care dan yang pasti kitab suci ku berbeda dengan yang lain bagiku a
1927,positive, temanku juga punya teman di cina yang sering main sama fan fan yang punya mata mata dimana mana begitu deh mau aku mengenalkan eh tetapi mereka kalau tau apa apa begitu diam saja sih tidak bikin thread begini sepe inya sih mbak muah tidak bisa deh 
1928,positive, ini tidak melibatkan uang atau alat tukar bukan jual beli mau ditukar 5 ekor onta juga boleh salah dalil 
1929,negative, sudah mulai kampanye nanti kalau tetap presidennya jokowi jangan mencret ya xf0 x9f x98
1930,negative,urus telur saja tidak becus bagaimana dengan urusan yang lain dan dasar cungkring sudah peang meminta 2 x 
1931,negative,apakah cocok cocok penis dengan empat istri akan diizinkan pak lukman 
1932,negative, mana ada janji yang di tepati pak deh hanya satu yang janji yang di tepati yaitu sepuluh juta lapangan kerja tapi bukan untuk rakyat tetapi untuk tenaga kerja asing cina miris 
1933,negative, twit kamu bikin warganet suuzan ke kamu kurang kurangi ngentot 
1934,positive,indonesia naik ke peringkat 2 global muslim travel indeks gmti 2018 11 april 2018 menteri pariwisata didampingi oleh ketua tim percepatan wisata halal riyanto sofyan dan asisten deputi budaya oneng setyorini menghadiri 
1935,negative,anda memenggal video itu untuk menggoreng angin cuma orang dungu yang nekat menggoreng angin 
1936,negative,pak ai politik selalu cari pembenaran ayo tenggelamkan pak ai demokrasi indonesia perjuangan di semua level kepala pemerintahan rugi negara rugi bangsa 2019 ganti presiden 2019 presiden baru
1937,positive, humor gue anjir goblok kenapa jadi developer games sudah iya wkwk 
1938,positive, ya kalau niatnya surat pemberitahuan tahunan itu dari sebelum rezim sekarang ntb sudah miskin lah busung lapar di kampung dekat kantornya saja dia cuek bagaimana mau katakan dia mencari dukungan mengentaskan kemiskinan paling sudah ketakutan diburu komisi pemberantasan korupsi
1939,negative, dasar berengsek 
1940,negative, kafir pak ai komunis indonesia menyamar jadi islam dia yang menjelekkan jokowi itu kafir pak ai komunis indonesia semua 
1941,negative, wkwk padahal yang sering main klaim program dan hasil kerja orang lain ya dia saudari dan pendukung pendukung nya uniform resource locator
1942,negative,mereka berbicara era habibie hingga susilo bambang yudhoyono mereka hidup tenang karena mereka percaya tidak akan adanya isu rasial era ini mereka khawatir sejak tenaga kerja asing republik rakyat cina masuk secara masif maka akan ada isu rasial yang mereka percaya xf0 x9f x98 xa2 
1943,negative,alumni sekte togel banyak kena gangguan jiwa karma
1944,negative, gerindra perusuh prabowo utang tidak makanya tidak bisa bayar karyawan
1945,positive,ih geblek sp yang bilang airplane pt 2 bawa bawa islam alquran segala xf0 x9f x98 xa1 xf0 x9f x98 xa1 lebih ke latin daripada arabic song kali xf0 x9f x98 xa7 
1946,negative, kalau dipikir walaupun kita tidak setuju islam nusantara tetapi secara tidak langsung nama islam kena kena juga imbasnya xf0 x9f x98 xa3 xf0 x9f x98 xa3 xf0 x9f x98 xa3 berengsek itu antek zionis yang terselip di organisasi masyarakat 
1947,positive, lagi baca buku malah kepikiran cara menggulingkan rezim xf0 x9f x98 xa9 
1948,positive,wah calon manusia homo 
1949,positive, aku orang batak x cina kristen tidak boleh mencalonkan jadi ketua organisasi siswa intrasekolah hingga akhirnya adik kelas yang dijadikan calon organisasi siswa intrasekolah lmao 
1950,negative, sekali kali yang diangkat penyesalan orang orang indonesia yang telah pilih jokowi begitu uniform resource locator
1951,positive,semoga konferensi tingkat tinggi yang diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai nilai islam muslim pro konferensi tingkat tinggi ulama 2018 konferensi tingkat tinggi islam wasatiyyah indonesia bisa indonesiabe oleransi 
1952,positive, kat dalam lift pun oku cacat otak 
1953,negative,jaringan indosat memang ampas sekali n3 fuck kamu indosat 
1954,positive,lucu deh mobil mobil pejabat negara warnanya hijau hijau tai kuda begitu 
1955,negative,gaya beruk preman kampung begini kalau mantan supir tembak metromini masuk dewan perwakilan rakyat kampungan berdebat malah mengajak berantam dan mengancam kayak banteng uniform resource locator
