Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Type,Target
sampean sarap ya impor pesawat terbagi papa impor garam terbayang indonesia isinya garam garam diimpor dasar otak ampu kaki,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
marked as to read catatan harian menantu sinting by rosi l simamora uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya waspada antek komunis pintar kamuflase,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
jokowi terpilih dilantik presiden ri oktober 2014,0,0,0,0,0,0,0,0,0,0,0,0,None,None
xf0 x9f x98 x81 xf0 x9f x98 x81 xf0 x9f x98 x81 pejabat pemerintahan gubernur tingkat menteri dewan perwakilan rakyat selayaknya dipotong gajinya bayar pajak bayar zakat mal sisanya fakir miskin menutupi utang tawar,0,0,0,0,0,0,0,0,0,0,0,0,None,None
apapun nya muara nya tanggung presiden solusi solusi terbaik turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
presiden sistem perizinan berusaha terintegrasi online online single submission diterapkan kementerian tingkat provinsi tingkat kabupaten tingkat kota mus elshinta akurat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
melecehkan gerakan salat legal mas pejabat kenalkan olahraga aneh rejim kemana ya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
captain tai ganteng garam sepe inya wkwk,0,0,0,0,0,0,0,0,0,0,0,0,None,None
foto memek nya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
tokoh agama berpolitik praktis jabatan jabatan publik identitas keagamaan lingkungan agama buddha mengaku biksu makan daging iya minum minuman keras iya berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
milik kampret bodoh pastinya otaknya kampret,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
ayo dukung penuh 1 000 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
penakar liberal sekuler syiah komunis intoleran ekstremis,0,0,0,0,0,0,0,0,0,0,0,0,None,None
namaku alana memiliki permasalahan rumit menyadari titik terendah dititik terendah kelabu bisu novel alana wattpad shinta,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue dower rapper onta milik gue hati,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue memimpikan sentil biji babi ahok cetar cetar langsung kejang kejang mengadu jokowi jokowi sunat berbicara al almaidah,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
edan 3 14 t,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
paham paham betapa tingginya ilmu ulama paham tg ahmad ridauddin,0,0,0,0,0,0,0,0,0,0,0,0,None,None
wkwk mampus,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
sih asing rebut kekayaan indonesia xf0 x9f x98 x82 xf0,0,0,0,0,0,0,0,0,0,0,0,0,None,None
monyet komunis piaraan cina loleng,1,1,1,0,0,1,0,0,0,1,0,0,Hate Speech & Abusive,Individual
antek ai komunis indonesia simpatisannya proxy cina komunis membenci tentara nasional indonesia panglimanya wajar merek,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
ganti rezim biar ulama ulama turun turun jalan demo demo suarakan keadilan salut semoga demokrat ai islam merapat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anjir gue,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
taplak meja berwarna merah putih ditaruhkan asbak rokok ya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
hindu mengenal persidangan hindu percaya hukum karma dimana tuhan programmer agung perbuatan hasil sepadan hasilnya dibakar neraka bentuk k,0,0,0,0,0,0,0,0,0,0,0,0,None,None
banci thailand cegah oppa,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
promosi bani kampret,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
sulit monyet apel manis pisang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
daftar lengkap 14 proyek dicoret jokowi play station network,0,0,0,0,0,0,0,0,0,0,0,0,None,None
senang nya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
iyakan gue kayak orang idiot mengobrol hyung,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
nya gerombolan menghina presiden mestinya diproses,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
suka video,0,0,0,0,0,0,0,0,0,0,0,0,None,None
cont kelamin wanita terdengar memenuhi lokasi berubah wujud menjiwai perannya hati mengutuk pemburu orang orang asing mengejarnya timnya be ugas co,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pers mengkritisi pernyataan menteri agama bangsa dibohongi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue lihat sih kampret wkwk,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
sesembak camp jual susu sapi murni susu sapi orang kambing orang kuda orang onta orang zebra murni tutup hidung pas minumnya he,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pawang monyet pawangnya monyetnya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
bau bau korban cowok pintar cakap bikin bawa perasaan onta xf0 x9f x98 x8c xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
lengserkan jokowi frop parah frop,1,0,1,0,0,0,0,0,1,0,0,1,Hate Speech,Individual
buta ya om,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
menyesal gue unfollow anjir fers nya hilang diaudit turun,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
baca judulnya monyet biar domba idiot,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
pilihan kepala daerah ntt,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dibebaskan pengadilan ustaz alfian tanjung langsung ditangkap dimana keadilan uniform resource locator uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
kakak ab bin al asyraf salah tokoh yahudi benci dakwah nabi hafal al qur an,0,0,0,0,0,0,0,0,0,0,0,0,None,None
segregasi nih zaman zaman nabi muhammad ubah sikap manusia mengamalkan budaya diskriminasi malaysia nih actually aman pergaduhan seteruk sa,0,0,0,0,0,0,0,0,0,0,0,0,None,None
fitnah makanan nih akun sampah,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
anak monyet bawa bawa agama bicara politik tau wawasan wkwk dangkal media sosial bicaranya sektarianisme pemecah belah umat beragam suku ras agama bicara kecebong makar orang panglima gatot kaitannya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
hehe muhammadiyah mas kiai dahlan dituduh kiai kafir,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ya festival budaya iniii nabuuunggg,0,0,0,0,0,0,0,0,0,0,0,0,None,None
al qur an jadikan alat bukti kepala kepolisian republik indonesia bom surabaya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
semoga allah menghancurleburkan kafir buddha teroris menzalimi kaum muslim rohingya,1,0,0,1,1,0,0,0,0,0,1,0,Hate Speech,Group
oppa oppa korea bilang oppa korea banci banci militeran 2 htt xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
percaya kayaknya buktinya kisah kisah profesor yahudi masuk islam takjub meneliti bla bla bla suka seliweran grup wa xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0,None,None
1 meriah acara temu masyarakat indonesia gubernur konsulat jenderal republik indonesia istanbul pelajar gubernur berpesan membangun jaringan indonesia,0,0,0,0,0,0,0,0,0,0,0,0,None,None
zaman susilo bambang yudhoyono antek antek ai komunis indonesia merajalela mengganas sepe i,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
csis pembohong harp menang 2019 cih uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
sampah mengambil kursi cafe manjaaaaa ketulungan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
twit be right back alhamdulillah ingatkan be right back sendawa kenyang haha sori noob be right back ececeh pengikut wajib,0,0,0,0,0,0,0,0,0,0,0,0,None,None
mundur gatot amp bersaing sehat jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
teriak 2019 ganti presiden 1 presiden nya militer 2 opsi calon presiden sipil pengalaman 2 mantan presiden militer menghasilkan 1 krisis moneter 1998 2 mega proyek mangkrak salah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pe kakak es lagiiiii ai kampret sejati uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
namanya cari nafkah bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
setuju pakai banget sekretariat jenderal pcn ai cocot nusantara,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
makanan murah ya allah perlis nih yahudi makan 6 ringgit sobsssss sukanyaaaa xf0 x9f x92 x96 xf0 x9f x98 x8d,0,0,0,0,0,0,0,0,0,0,0,0,None,None
tradisi semut yahudi namanya bar banget mitzvah umur 12 13 iya dihitung dewasa ukurannya haid gadis 10 iya haid matang kawin tradisi hijaz kawin usia,0,0,0,0,0,0,0,0,0,0,0,0,None,None
keparat orang mantan gue,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
warga negara indonesia keturunan arab berjuang negara kesatuan republik indonesia raden saleh pahlawan nasional habib abu bakar aktif pergerakan islam ar baswedan kakek anies baswedan anggota badan penyelidik usaha persiapan kemerdekaan ri mar ie muhammad eks,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sekretariat jenderal pbb sepe inya saracen,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
suka video uniform resource locator ahok bebas anies terpuruk amp terancam gagal gubernur sandi resmi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
kampret merusak nusantara jaman majapahit diwadahi hati rekan ide khilafah,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
bejat pokoknya,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
jiaaahh gue kepikiran warna pikir kayak kebangetan idiot nya xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kh ruf berbicara belaga budek belaga pilon menyundul xf0 x9f x91 x89 ganti presiden xe2 x80 xa6,1,1,0,1,0,0,1,0,0,0,1,0,Hate Speech & Abusive,Group
3 tsrm hakim menyebabkan mahkamah persekutuan memutuskan penukaran agama anak guru tadikan indira gandhi muhammad ridwan abdullah 10 hindu islam terbatal sah sisi undang ujian nasional,0,0,0,0,0,0,0,0,0,0,0,0,None,None
rakyat suruh memilih spa bubarkan nya dewan perwakilan rakyat bubarkan sesuai konstitusi uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0,Hate Speech,Group
sipit mata tau,0,0,0,0,0,0,0,0,0,0,0,0,None,None
nyamuk keparat,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
balasan gue dibalas mulu dasar onta cebong,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
budaya demokrasi amerika serikat maju indonesia rakyatnya membedakan privat publik paham penggunaan pesawat kepresidenan melekat lembaga kepresidenan keselamatan amp pengamanan presiden,0,0,0,0,0,0,0,0,0,0,0,0,None,None
orang saksi anjing babi tolol uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
tokoh bilang umat muslim negeri te ekan muslim umat agama te ekan bikin egois hak dibandingkan penganut agama,0,0,0,0,0,0,0,0,0,0,0,0,None,None
menyanyikan nyanyi lingsir malam ya iya the kunti,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anjing goblok setan bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
ganti casing akuisisi patungan bank asing ngilu banget dengar nya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sisi kesadaran gender tetangga sebelah maju kerja istrinya suami mengurus anak ekonomi lumayan mobil 3 motor ninja 1 lingkunganmu,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kegiatan kepala unit binaan masyarakat kepolisian sektor singojuruh rangka cipta kondisi aman kondusif jelang pilihan kepala daerah klik,0,0,0,0,0,0,0,0,0,0,0,0,None,None
apasal rindu eeeee idiot xf0 x9f x98 xad,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
ahoker 11 12 jokower kesurupan rakus 2 periode 2019 ganti presiden bergerak,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
20 3 kb sih koneksi bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
drama drama nya bangkai ya return ya misty gue menonton xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
dasar bajingan dipercaya omongannya,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
berduka meninggal nya ceo thread stasiun er kim tai song terima kasih sajangnim xf0 x9f x99 x8f xf0 x9f x8e x97,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ganti presiden ndasmu atos mengumbar cocot he goblok,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
membangun industri iklim perikanan indonesia sulit dibanding meledakkan kapal kapal asing,0,0,0,0,0,0,0,0,0,0,0,0,None,None
malas gue bacanya onta,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
anak pemberontak layak negeri,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
pengeras suara kali pe zaman belanda masjid mengharamkannya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
detik membuktikan lelaki bajingan,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
twit retweet dasar pengenaan pajak ai demokrasi indonesia perjuangan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
fadli zoom politik sih politik tahulah negara kesatuan republik indonesia sejarahnya dilupakan kepenting pribadi ainya sadarlah biar kaco negara yuk bela bantulah presiden jokowi memakmurkan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
,0,0,0,0,0,0,0,0,0,0,0,0,None,None
urusan negara rumah tangga disamakan coi berbeda sederhana,0,0,0,0,0,0,0,0,0,0,0,0,None,None
setuju islam nusantara indonesia agama kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara agama nusantaranya biar seragam nkr,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bandung butuh acara acara pekan tanggal merah macet bangsat,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
presiden buta tuli memimpin tubruk tabrak budek dengar rakyat teriak lengserkan jokowi,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
model bajunya mr j prabowo 2019 ganti presiden 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
gue geblek teman gue pintar tau deh,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
jijik nih haha kena nor haha karipap kat dapur tepi queen,0,0,0,0,0,0,0,0,0,0,0,0,None,None
maaf nih katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bising cina cina nih xf0 x9f x99 x84,1,1,0,1,0,1,0,0,0,0,1,0,Hate Speech & Abusive,Group
tim sukses pasangan calon pilihan gubernur jawa timur 2018 apresiasi debat kandidat,0,0,0,0,0,0,0,0,0,0,0,0,None,None
nama a is retweet nama indah nih penunggang agama detected,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bro lupa dijenguk gara gara asma dewi menang,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
orang edan koe,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
bicara laptop cina maksudnya made in cina 90 laptop dunia berasal cina,0,0,0,0,0,0,0,0,0,0,0,0,None,None
penyebaran bahaya laten int,0,0,0,0,0,0,0,0,0,0,0,0,None,None
umar bin khattab muslim sejati pembela no 1 rasulullah islam khalifah teladan terdepan pengorbanannya mencintai rakyatnya fasih hafal al alquran sederhana jujur berwibawa enaknya disama samakan,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kritik jokowi dianggap nyinyir bani kolam kritik diujungnya dukung 2 periode kritik dukung a inya nyinyir haram definisi kritik ala cebi nalarpun rusak parah,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
agendanya tema beda tujuan turunkan nya diperalat politik kemasan agama,1,0,1,0,1,0,0,0,0,1,0,0,Hate Speech,Individual
pahlawan berjuang susah payah korban jiwa raga usir penjajah eh biarkan negeri dijajah cina mudahnya,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
kejadian ramai pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0,None,None
kapten tim menangis dipe andingan gara gara gagal menang kapten tim pe andingan lawan tim xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0,None,None
dibalik onta,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
min nge i inflasi sarjana ekonomi dampak mencetak uang menambah uang beredar nek nyanyi orang yen menaksir ra peduli dunia inflasi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
indeks harga saham gabungan dibuka menguat 17 22 poin 0 28 6 302 98,0,0,0,0,0,0,0,0,0,0,0,0,None,None
anies sandi berani,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
terkutuk bro,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
masuk teh daun jati cina xf0 x9f x91 x89 10 000 pack nhn orisinal double embos hn super xf0 x9f x91 x89 60 000 paket,0,0,0,0,0,0,0,0,0,0,0,0,None,None
hebat nya teriak antek cina,1,0,1,0,0,1,0,0,0,1,0,0,Hate Speech,Individual
haha keras bro hargai ganti presiden memilih prabowo fokus dukung prabowo,0,0,0,0,0,0,0,0,0,0,0,0,None,None
rakyat susah menteri perek daya beli hancur setan iblis tukang tipu,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
kiraan titit,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
hujan hujanan menggodai itukan ojek pengkolan ngerojok memek sih abang pusing duit mending buang p xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
jawa timur anti hoaks anti ujaran kebencian sara a mendukung pilihan kepala daerah damai karyawan pt wkwk tow benowo surabaya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
twit seribu minang bukittinggi ranah bunda kandung the realm of matriarchal pemikir pro calon wakil presiden presiden jokowi 2019 pilihan twit seribu minang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
surat pemberitahuan tahunan ahok nasional demokrat disusul rekan nya mendukung pasangan calon penista agama tukang caci maki tai tai,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
tukang buruan pulang mandi kayak gembel cantik,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
orang suruh baca lks biologi lihat gambar gambar nya doang gambar macan gambar bunga bangkai gambar organ tubuh hehe,0,0,0,0,0,0,0,0,0,0,0,0,None,None
najis banget erel bencong,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
tegaskan enakan rendang pro asing pro tagonis,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sih anjing banget paypal,1,1,0,1,0,0,0,0,1,0,1,0,Hate Speech & Abusive,Group
tomohon pusat pembelajaran agama kristen katolik khusus berdoa meditasi bukit kasih suci indah tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ahok calonkan gubernur demo,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
syarat tai chi tau dimainkan lawan tau materi lawan kitanya pintar selesaikan buku cerdas tangkas jilid 5b uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,None,None
masyarakat adat badui menyerahkan hasil panennya pejabat bupati lebak ino sih rawita gubernur banten wahidin halim seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ngentot enak cowok xe2 x98 xba xef xb8 x8f uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
manusia homo,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
buaya darat ladeni berpaling berengsek sehat,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
kesempatan nih langsung deh dimanfaatkan pencitraaan rezim xf0 x9f xa4 xa3 xf0 x9f xa4 xa3,0,0,0,0,0,0,0,0,0,0,0,0,None,None
biarkan bagus cungkring gendut autis xf0 x9f xa4 xa3 xf0 x9f x98 x81 xe2 x9c x8c prabowo 2 periode,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
muslim dibawa bawa sih buruk istimewa dengar penulis buddha penulis kristen penulis komunis penulis,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ayo serbuuu persekusi hina presiden hina ulama tuan guru bajang kiai said quraish shihab hina rizieq persekusi rizieq nabi,1,0,1,0,0,0,0,0,1,1,0,0,Hate Speech,Individual
perbedaan menghalangi be sayang read kiri agama katolik islam buddha vscocam,0,0,0,0,0,0,0,0,0,0,0,0,None,None
oke baiklah esok koi lancarkan bom atom katil 2 sok make sure iya bilik iya esok k bye,0,0,0,0,0,0,0,0,0,0,0,0,None,None
bani sebelah otak nya jalan mengotot perusahaan suram ala indosat dibeli maklum hidup nasi bungkus,0,0,0,0,0,0,0,0,0,0,0,0,None,None
beliau memiliki kriteria pas presiden ri 2019 2024,0,0,0,0,0,0,0,0,0,0,0,0,None,None
pecunio membawa arah tujuan membentuk pasar keuangan pecun io initial coinoffering,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sumpah subjek nih gila babi,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
eto homo,1,1,1,0,0,0,0,1,0,1,0,0,Hate Speech & Abusive,Individual
merokok keren asapnya pantat,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
presiden membangun jawa beliau diserang isu miring kebiasaan indonesia jawa setuju,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sosial at publik kejam lgbt jujur publik spe inya suka dibohongi,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ai keadilan sejahtera mengalami dilema buah simalakama mengajukan presiden 6 suara ai keadilan sejahtera satupun kader populer dicintai rakyat peluang menang,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sahamnya dikuasai asing pembangunan papua te inggal freepo meraup keuntungan hasil mengeksplorasi kekayaan alam papua freepo 51,0,0,0,0,0,0,0,0,0,0,0,0,None,None
indonesia lawyers club prabowo berbalas pantun tanggapan narasumber indonesia lawyers club,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ulama dikenal,0,0,0,0,0,0,0,0,0,0,0,0,None,None
harga gue dungu beli starbak mules,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
babi haha,0,1,0,0,0,0,0,0,0,0,0,0,Abusive,None
keandra sosok lelaki te arik jenis gender mengakui keberadaan transgender menganggap lelaki beranggapan norma gender be ingkah laku layaknya,0,0,0,0,0,0,0,0,0,0,0,0,None,None
sih idiot jumawa menang kemarin 2019 ganti presiden,1,1,1,0,0,0,1,0,0,1,0,0,Hate Speech & Abusive,Individual
kepanasan ai komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0,Hate Speech,Group
mari bubarkan dewan perwakilan rakyat uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1,Hate Speech,Group
tolak bantuan asing asing,0,0,0,0,0,0,0,0,0,0,0,0,None,None
ai rakyat demokratik komunis,0,0,0,0,0,0,0,0,0,0,0,0,None,None
orangan mancam pelukan negeri gedongan gede dungu ngawur,1,1,1,0,0,0,0,0,1,1,0,0,Hate Speech & Abusive,Individual
xe2 x9d x80 xe3 x80 x80sebuah nama asing terdengar anna pikir sang dara hadapannya penghuni habisnya kenal penampilan maafkan perrault san namaku anna kobayakawa mathilda san anna,0,0,0,0,0,0,0,0,0,0,0,0,None,None
